ph,Greyscale
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.609
0,30.70133333
0,30.69766667
0,30.60166667
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
0,30.70133333
